date_debut_panne;heure_debut_panne;date_fin_panne;heure_fin_panne;ligne;station;num_equip;commentaire;motifs;type_equipement;annee_debut_panne;duree_indispo;jour_indispo;id
08/07/2024;10:55;16/07/2024;19:02;T4;Manufacture ;Esc. 9701 ;Cellule DP HS ;Panne;escalier;2024;200.11666666666667;8.338194444444445;9701.0
08/07/2024;10:36;12/07/2024;11:24;D;Mermoz;Asc. 722 ;Disjoncteur HS ;Panne;ascenseur;2024;96.8;4.033333333333333;722.0
08/07/2024;16:20;12/07/2024;10:51;B;Part Dieu;Esc. 4206;Bobine de commande de frein principal HS;Panne;escalier;2024;90.51666666666667;3.7715277777777776;4206.0
09/07/2024;04:56;10/07/2024;14:12;D;Vieux Lyon;Esc. 8105;Defaut peigne ;Usure;escalier;2024;33.266666666666666;1.386111111111111;8105.0
10/07/2024;9:04;14/07/2024;11:41;B;Gare de Vénissieux;Asc. 702;Opérateur porte HS;Panne;ascenseur;2024;98.61666666666666;4.1090277777777775;702.0
12/07/2024;17:23;14/07/2024;14:15;D;Valmy;Asc. 831;Probleme sur operateur de porte ;Mauvaise utilisation;ascenseur;2024;44.86666666666667;1.8694444444444445;831.0
15/07/2024;13:40;17/07/2024;11:07;D;Mermoz;Asc. 722 ;Poulie HS;Panne;ascenseur;2024;45.45;1.89375;722.0
20/07/2024;17:46;26/07/2024;04:45;A;Gratte Ciel;Esc. 1901;Travaux sur chaine de marche bryuante;Usure;escalier;2024;130.98333333333332;5.457638888888888;1901.0
22/07/2024;10:00;30/08/2024;12:00;A;Masséna ;Esc. 2202;Roulements + arbre d’entrainement HS;Usure;escalier;2024;938.0;39.083333333333336;2202.0
22/07/2024;10:00;30/09/2024;;A;Masséna ;Esc. 2202;Roulements de l’arbre d’entrainement HS;Panne;escalier;2024;;;2202.0
23/07/2024;19:10;05/08/2024;11:50;B;Part Dieu;Esc. 4205;Main courante Gauche HS ;Usure;escalier;2024;304.6666666666667;12.694444444444445;4205.0
25/07/2024;12:25;08/12/2024;;A;Bellecour;Esc. 2612;Tourteau haut + chaine de marches;Panne;escalier;2024;;;2612.0
25/07/2024;16:39;28/07/2024;10:33;A;Hotel de Ville ;Esc. 2401;Bobine de frein HS;Panne;escalier;2024;65.9;2.7458333333333336;2401.0
25/07/2024;20:02;01/08/2024;08:49;B;Oullins Centre ;Esc. 5107;Frein de secour HS ;Panne;escalier;2024;156.78333333333333;6.532638888888889;5107.0
26/07/2024;11:13;04/08/2024;08:55;D;Mermoz;Asc. 722 ;Cable poulie arraché + pendentif HS + boitier thermique HS;Panne;ascenseur;2024;213.7;8.904166666666667;722.0
27/07/2024;13:06;30/07/2024;06:50;D;Gorge de Loup;Esc. 8205;Affaissement de marches + remplacement galets de marche;Usure;escalier;2024;65.73333333333333;2.738888888888889;8205.0
31/07/2024;14:23;02/08/2024;08:33;D;Grange Blanche ;Asc. 743;Surchauffe moteur ;Panne;ascenseur;2024;42.166666666666664;1.7569444444444444;743.0
02/08/2024;10:00;03/08/2024;19:00;D;Valmy;Asc. 832;1 contacteur HS + Surchauffe huile ;Panne;ascenseur;2024;33.0;1.375;832.0
09/08/2024;12:59;13/08/2024;08:15;D;Grange Blanche ;Asc. 743;Probleme important de surchauffe moteur ;Panne;ascenseur;2024;91.26666666666667;3.8027777777777776;743.0
10/08/2024;12:36;11/08/2024;11:51;D;Garibaldi;Esc. 7703;Affaissement de marche;Panne;escalier;2024;23.25;0.96875;7703.0
10/08/2024;05:54;12/08/2024;09:27;D;Sans souci;Asc. 761;Coulisseau hs + problème sélection;Panne;ascenseur;2024;51.55;2.1479166666666667;761.0
11/08/2024;10:00;11/08/2024;15:05;D;Garibaldi;Asc. 772;"Suite coupure alimentation sur la ligne D
Defaut cellule porte";Panne;ascenseur;2024;5.083333333333333;0.21180555555555555;772.0
11/08/2024;10:00;11/08/2024;13:54;D;Guillotière ;Esc. 7902;"Suite coupure alimentation sur la ligne D 
Fusible de sécurité alim primaire HS";Panne;escalier;2024;3.9;0.1625;7902.0
11/08/2024;10:00;11/08/2024;12:17;D;Guillotière ;Esc. 7903;"Suite coupure alimentation sur la ligne D 
Fusible de sécurité alim primaire HS";Panne;escalier;2024;2.283333333333333;0.09513888888888888;7903.0
11/08/2024;10:00;12/08/2024;17:42;D;Mermoz;Asc. 722 ;"Suite coupure alimentation sur la ligne D
Defaut de sélection ";Panne;ascenseur;2024;31.7;1.3208333333333333;722.0
11/08/2024;04:00;16/08/2024;04:00;D;Saxe Gambetta ;Asc. 441 ;Acces ligne B - Essais ALSTOM;Amélioration;ascenseur;2024;120.0;5.0;441.0
11/08/2024;04:00;16/08/2024;04:00;D;Saxe Gambetta ;Esc. 4408;Acces ligne B - Essais ALSTOM;Amélioration;escalier;2024;120.0;5.0;4408.0
11/08/2024;04:00;16/08/2024;04:00;D;Saxe Gambetta ;Esc. 4410;Acces ligne B - Essais ALSTOM;Amélioration;escalier;2024;120.0;5.0;4410.0
11/08/2024;10:00;11/08/2024;17:33;D;Valmy;Esc. 8202;"Suite coupure alimentation sur la ligne D 
Fusible de sécurité alim primaire HS";Panne;escalier;2024;7.55;0.3145833333333333;8202.0
13/08/2024;12:39;14/08/2024;18:06;D;Valmy;Esc. 8302;Defaut peignes - pieces monnaie bloquées ;Mauvaise utilisation;escalier;2024;29.45;1.2270833333333333;8302.0
17/08/2024;19:14;26/08/2024;07:15;T1;IUT Feyssine;Asc. 961;Porte cabine HS;Vandalisme ;ascenseur;2024;204.01666666666668;8.500694444444445;961.0
17/08/2024;20:25;18/08/2024;07:50;B;Oullins Centre ;Esc. 5107;Probleme d'horloge;Panne;escalier;2024;11.416666666666666;0.4756944444444444;5107.0
21/08/2024;17:00;23/08/2024;10:00;D;Gare de vaise;Asc. 844;Supports de fixation opérateur HS;Usure;ascenseur;2024;41.0;1.7083333333333333;844.0
26/08/2024;08:40;16/11/2024;;B;Gerland;Esc. 4803;Galets de chaîne de marche + axes HS - remplacement;Usure;escalier;2024;;;4803.0
26/08/2024;20:27;02/09/2024;11:00;D;Grange Blanche ;Asc. 741;Fuite centrale d'huile ;Panne;ascenseur;2024;158.55;6.60625;741.0
27/08/2024;22:13;02/09/2024;15:43;A;Laurent Bonnevay;Asc. 161 ;disjonction du Controleur sur la Manœuvre ;Panne;ascenseur;2024;137.5;5.729166666666667;161.0
28/08/2024;16:43;20/09/2024;10:00;A;Masséna ;Esc. 2201;arbre d’entrainement des chaines de marches HS;Usure;escalier;2024;545.2833333333333;22.720138888888886;2201.0
29/08/2024;17:34;01/12/2024;;B;Jean jaures;Esc. 4601;Galets de chaîne de marche + axes HS - remplacement;Usure;escalier;2024;;;4601.0
31/08/2024;02:18;04/09/2024;13:40;D;Gare de Vénissieux;Asc. 701;paliers de la poulie de déflexion du treuil en machinerie ;Usure;ascenseur;2024;107.36666666666666;4.4736111111111105;701.0
31/08/2024;16:40;01/09/2024;05:00;D;Guillotière ;Esc. 7903;Reprise tension de chaines ;Usure;escalier;2024;12.333333333333334;0.513888888888889;7903.0
03/09/2024;08:44;04/09/2024;09:59;B;Oullins gare ;Esc. 5008;Fusible F3 HS suite coupure elect;Panne;escalier;2024;25.25;1.0520833333333333;5008.0
04/09/2024;12:30;05/09/2024;10:00;A;Laurent Bonnevay;Asc. 161 ;Fixation inférieure porte palière HS;Usure;ascenseur;2024;21.5;0.8958333333333334;161.0
05/09/2024;10:30;06/09/2024;12:45;D;Fourviere;Asc. 911;Coulisseaux du bas HS + reglages parachute ;Panne;ascenseur;2024;26.25;1.09375;911.0
05/09/2024;14:07;27/10/2024;11:41;D;Saxe Gambetta ;Asc. 443;Distributeur centrale huile + moteur pompe hydraulique NOK;Panne;ascenseur;2024;1245.5666666666666;51.89861111111111;443.0
06/09/2024;09:00;30/11/2024;;D;Grange Blanche ;Esc. 7406;Chaines de marches HS ;Usure;escalier;2024;;;7406.0
08/09/2024;18:59;11/09/2024;11:53;B;Part Dieu;Esc. 4203;Bobine de frein HS ;Panne;escalier;2024;64.9;2.704166666666667;4203.0
10/09/2024;8:10;10/09/2024;15:12;D;Grange Blanche ;Esc. 7405;Défaut peigne - remplacement plaque;Panne;escalier;2024;7.033333333333333;0.29305555555555557;7405.0
11/09/2024;7:15;30/11/2024;;A;Flachet ;Esc. 1802;vis de fixation et réglage porte peigne station d’entraînement hs + plaque PP HS;Usure;escalier;2024;;;1802.0
12/09/2024;09:05;13/09/2024;20:13;D;Gare de Vénissieux;Asc. 702;Galets porte palière bas HS;Vandalisme ;ascenseur;2024;35.13333333333333;1.4638888888888888;702.0
13/09/2024;23:59;01/10/2024;16:00;A;Charpennes;Asc. 212;Carte elec frein HS + VF HS ;Panne;ascenseur;2024;424.01666666666665;17.66736111111111;212.0
14/09/2024;18:43;16/09/2024;14:30;A;Masséna ;Asc. 221;Programme + carte elec HS;Panne;ascenseur;2024;43.78333333333333;1.8243055555555554;221.0
18/09/2024;04:54;10/11/2024;;B;Jean macé;Esc. 4502;paliers chariot tenseur de la station de retournement HS ;Panne;escalier;2024;;;4502.0
20/09/2024;08:18;23/09/2024;10:15;D;Grange Blanche ;Esc. 7402;Remplacement main courante ;Usure;escalier;2024;73.95;3.0812500000000003;7402.0
21/09/2024;05:07;23/09/2024;4:42;D;Mermoz;Esc. 7201;Chaine d’entrainement main courante coté droit à remplacer ;Usure;escalier;2024;47.583333333333336;1.982638888888889;7201.0
24/09/2024;04:47;03/10/2024;10:47;D;Vieux Lyon;Esc. 8101;Boitier d’exploitation HS;Usure;escalier;2024;222.0;9.25;8101.0
25/09/2024;9:41;27/09/2024;10:42;A;Gratte Ciel;Asc. 192;Opérateur de porte HS;Panne;ascenseur;2024;49.016666666666666;2.042361111111111;192.0
26/09/2024;05:09;02/10/2024;12:07;B;Oullins Centre ;Esc. 5105;Probleme sur disjoncteur JHA ;Panne;escalier;2024;150.96666666666667;6.290277777777778;5105.0
30/09/2024;16:48;04/10/2024;14:07;D;Guillotière ;Esc. 7903;Remplacement chaine de mc droite ;Usure;escalier;2024;93.31666666666666;3.8881944444444443;7903.0
02/10/2024;11:19;02/10/2024;16:02;A;République;Asc. 201 ;probleme poulie suite VGP DEKRA;Usure;ascenseur;2024;4.716666666666667;0.19652777777777777;201.0
03/10/2024;07:02;04/10/2024;10:23;A;Charpennes;Asc. 213;Deverouillage frein à remplacer;Usure;ascenseur;2024;27.35;1.1395833333333334;213.0
03/10/2024;05:42;07/10/2024;19:59;D;Valmy;Esc. 8301;C/C carte elec station retournement;Panne;escalier;2024;110.28333333333333;4.595138888888889;8301.0
04/10/2024;11:59;15/10/2024;11:36;B;Guichard;Asc. 431;Parachute hs mis à l'arret DEKRA;Panne;ascenseur;2024;263.6166666666667;10.984027777777778;431.0
05/10/2024;5:18;05/10/2024;17:08;A;Flachet ;Asc. 181;Bouton appel HS ;Vandalisme ;ascenseur;2024;11.833333333333334;0.4930555555555556;181.0
06/10/2024;5:47;10/10/2024;12:29;;Grange Blanche ;Asc. 743;Problemes de distributeur;Panne;ascenseur;2024;102.7;4.279166666666667;743.0
07/10/2024;05:04;27/10/2024;12:58;D;Gorge de loup;Esc. 8205;MC HS + Galets de marches HS;Usure;escalier;2024;487.9;20.329166666666666;8205.0
08/10/2024;10:34;13/10/2024;11:08;A;Ampère ;Esc. 2702;Cartes manœuvre HS + Contact de peigne haut HS;Panne;escalier;2024;120.56666666666666;5.023611111111111;2702.0
08/10/2024;17:39;30/11/2024;;A;Laurent Bonnevay;Esc. 1601;MC gauche HS;Usure;escalier;2024;;;1601.0
08/10/2024;06:48;11/10/2024;10:46;B;Saxe Gambetta ;Esc. 4405;Court circuit bobine de frein. Connecteur rempli d'eau ;Panne;escalier;2024;75.96666666666667;3.165277777777778;4405.0
12/10/2024;1:35;15/10/2024;15:29;A;Cusset;Asc. 172;Porte cabine vandalisée;Vandalisme ;ascenseur;2024;85.9;3.579166666666667;172.0
13/10/2024;17:00;30/11/2024;;B;Jean jaures;Esc. 4602;Tourteau haut HS;Panne;escalier;2024;;;4602.0
16/10/2024;08:20;18/10/2024;12:02;D;Laennec;Esc. 7302;Contact levé de peigne HS;Panne;escalier;2024;51.7;2.154166666666667;7302.0
16/10/2024;10:00;16/10/2024;14:15;B;Part Dieu;Esc. 4203;Plaque porte peigne HS - DEKRA;Usure;escalier;2024;4.25;0.17708333333333334;4203.0
17/10/2024;07:40;22/10/2024;10:34;B;Jean macé;Esc. 4501;Défaut cliquet anti dérive. Tension chaine moteur ;Panne;escalier;2024;122.9;5.120833333333334;4501.0
17/10/2024;17:56;29/10/2024;09:22;T4;Manufacture ;Esc. 9701 ;Défaut Synchronisme main courante coté gauche ;Mauvaise utilisation;escalier;2024;279.43333333333334;11.643055555555556;9701.0
18/10/2024;06:30;30/11/2024;;B;Gerland;Asc. 483;Cable de traction HS ;Panne;ascenseur;2024;;;483.0
19/10/2024;1:48;30/10/2024;17:24;B;Part Dieu;Esc. 4203;Main courante HS ;Usure;escalier;2024;279.6;11.65;4203.0
20/10/2024;23:40;24/10/2024;07:22;D;Garibaldi;Esc. 7702;Commande armoire de manœuvre HS - Rép provisoire;Usure;escalier;2024;79.7;3.3208333333333333;7702.0
21/10/2024;08:00;06/11/2024;22:32;B;Debourg;Esc. 4702;Empilement de marches;Mauvaise utilisation;escalier;2024;398.53333333333336;16.605555555555558;4702.0
22/10/2024;11:28;27/10/2024;10:32;T1;IUT Feyssine;Asc. 961; Porte cabine du bas abimée ;Vandalisme ;ascenseur;2024;119.06666666666666;4.961111111111111;961.0
23/10/2024;;30/11/2024;;;Gerland;Esc. 4802;Portion de chaine HS - suite DEKRA;Usure;escalier;2024;;;4802.0
25/10/2024;05:04;27/10/2024;08:35;D;Grange Blanche ;Asc. 743;Defaut reglages distributeur hydraulique ;Panne;ascenseur;2024;51.516666666666666;2.1465277777777776;743.0
26/10/2024;05:16;28/10/2024;09:56;D;Saxe Gambetta ;Asc. 442;Coulisseau HS;Panne;ascenseur;2024;52.666666666666664;2.194444444444444;442.0
28/10/2024;13:11;31/12/2024;;B;Guichard;Asc. 431;Parachute cabine + guides HS;Usure;ascenseur;2024;;;431.0
28/10/2024;10:00;30/11/2024;;B;Part Dieu;Esc. 4210;Roulements arbre de retournement HS;Panne;escalier;2024;;;4210.0
30/10/2024;12:00;01/12/2024;;D;Garibaldi;Esc. 7702;Commande armoire de manœuvre + anti dérive HS ;Panne;escalier;2024;;;7702.0
30/10/2024;11:33;20/11/2024;;D;Mermoz;Asc. 721;câbles de traction HS;Usure;ascenseur;2024;;;721.0
